user_id,date,activeZoneMinutes,fatBurnActiveZoneMinutes,cardioActiveZoneMinutes
smcfb.01.030,2023-07-19,14,14,0
smcfb.01.030,2023-07-20,101,97,4
smcfb.01.030,2023-07-21,71,51,20
smcfb.01.030,2023-07-22,42,42,0
smcfb.01.030,2023-07-23,31,29,2
smcfb.01.030,2023-07-24,31,27,4
smcfb.01.030,2023-07-25,11,11,0
smcfb.01.030,2023-07-26,62,62,0
smcfb.01.030,2023-07-27,38,18,20
smcfb.01.030,2023-07-28,29,29,0
smcfb.01.030,2023-07-29,9,9,0
smcfb.01.030,2023-07-30,384,304,74
smcfb.01.030,2023-07-31,239,39,154
smcfb.01.030,2023-08-01,53,23,24
smcfb.01.030,2023-08-02,14,4,2
smcfb.01.030,2023-08-03,0,0,0
smcfb.01.030,2023-08-04,13,3,10
smcfb.01.030,2023-08-05,37,37,0
smcfb.01.030,2023-08-06,26,26,0
smcfb.01.030,2023-08-07,18,16,2
smcfb.01.030,2023-08-08,53,53,0
smcfb.01.030,2023-08-09,110,24,74
smcfb.01.030,2023-08-10,78,18,48
smcfb.01.030,2023-08-11,20,20,0
smcfb.01.030,2023-08-12,82,38,44
smcfb.01.030,2023-08-13,0,0,0
smcfb.01.030,2023-08-06,26,26,0
smcfb.01.030,2023-08-14,14,14,0
smcfb.01.030,2023-08-15,5,1,4
smcfb.01.030,2023-08-16,95,21,74
smcfb.01.030,2023-08-17,63,63,0
smcfb.01.030,2023-08-18,1,1,0
smcfb.01.030,2023-08-19,56,52,4
smcfb.01.030,2023-08-20,8,8,0
smcfb.01.030,2023-08-21,24,24,0
smcfb.01.030,2023-08-22,0,0,0
smcfb.01.030,2023-08-23,13,13,0
smcfb.01.030,2023-08-24,23,17,6
smcfb.01.030,2023-08-25,0,0,0
smcfb.01.030,2023-08-26,0,0,0
smcfb.01.030,2023-08-27,30,12,16
smcfb.01.030,2023-08-28,6,2,4
smcfb.01.030,2023-08-29,3,3,0
smcfb.01.030,2023-08-30,1,1,0
smcfb.01.030,2023-08-31,12,10,2
smcfb.01.030,2023-09-01,6,4,2
smcfb.01.030,2023-09-02,20,20,0
smcfb.01.030,2023-09-03,13,13,0
smcfb.01.030,2023-09-04,186,56,126
smcfb.01.030,2023-09-05,36,26,10
smcfb.01.030,2023-09-06,65,65,0
smcfb.01.030,2023-09-07,16,12,0
smcfb.01.030,2023-09-08,236,128,102
smcfb.01.030,2023-09-09,154,140,14
smcfb.01.030,2023-09-10,1,1,0
smcfb.01.030,2023-09-11,53,45,8
smcfb.01.030,2023-09-12,39,39,0
smcfb.01.030,2023-09-13,0,0,0
smcfb.01.030,2023-09-14,54,22,30
smcfb.01.030,2023-09-15,2,2,0
smcfb.01.030,2023-09-16,68,28,28
smcfb.01.030,2023-09-17,239,205,26
smcfb.01.030,2023-09-18,8,8,0
smcfb.01.030,2023-09-19,42,30,12
smcfb.01.030,2023-09-20,42,36,6
smcfb.01.030,2023-09-21,27,25,2
smcfb.01.030,2023-09-22,852,298,554
smcfb.01.030,2023-09-23,369,287,82
smcfb.01.030,2023-09-24,154,108,46
smcfb.01.030,2023-09-25,40,36,4
smcfb.01.030,2023-09-26,18,18,0
smcfb.01.030,2023-09-27,5,1,4
smcfb.01.030,2023-09-28,353,171,182
smcfb.01.030,2023-09-29,31,29,2
smcfb.01.030,2023-09-30,9,9,0
smcfb.01.030,2023-10-01,419,253,166
smcfb.01.030,2023-10-02,336,194,142
smcfb.01.030,2023-10-03,29,11,18
smcfb.01.030,2023-10-04,369,309,60
smcfb.01.030,2023-10-05,481,439,42
smcfb.01.030,2023-10-06,26,24,2
smcfb.01.030,2023-10-07,42,32,8
smcfb.01.030,2023-10-08,31,17,12
smcfb.01.030,2023-10-09,34,34,0
smcfb.01.030,2023-10-10,34,30,4
smcfb.01.030,2023-10-11,44,44,0
smcfb.01.030,2023-10-12,221,209,12
smcfb.01.030,2023-10-13,231,221,10
smcfb.01.030,2023-10-14,1,1,0
smcfb.01.030,2023-10-15,0,0,0
smcfb.01.030,2023-10-16,224,128,96
smcfb.01.030,2023-10-17,79,45,26
smcfb.01.030,2023-10-18,45,41,4
smcfb.01.030,2023-10-19,20,20,0
smcfb.01.030,2023-10-20,59,53,6
smcfb.01.030,2023-10-21,38,28,10
smcfb.01.030,2023-10-22,325,215,110
smcfb.01.030,2023-10-23,144,106,38
smcfb.01.030,2023-10-24,40,38,2
smcfb.01.030,2023-10-25,31,27,4
smcfb.01.030,2023-10-26,85,77,8
smcfb.01.030,2023-10-27,165,137,28
smcfb.01.030,2023-10-28,89,85,4
smcfb.01.030,2023-10-29,96,54,42
smcfb.01.030,2023-10-30,66,58,8
smcfb.01.030,2023-10-31,191,163,24
smcfb.01.030,2023-11-01,43,13,26
smcfb.01.030,2023-11-02,0,0,0
smcfb.01.030,2023-11-03,0,0,0
smcfb.01.030,2023-11-04,0,0,0
smcfb.01.030,2023-11-05,0,0,0
smcfb.01.030,2023-11-06,0,0,0
smcfb.01.030,2023-11-07,0,0,0
smcfb.01.030,2023-11-08,0,0,0
smcfb.01.030,2023-11-09,0,0,0
smcfb.01.030,2023-11-10,0,0,0
smcfb.01.030,2023-11-11,0,0,0
smcfb.01.030,2023-11-12,0,0,0
smcfb.01.030,2023-11-13,0,0,0
smcfb.01.030,2023-11-14,0,0,0
smcfb.01.030,2023-11-15,0,0,0
smcfb.01.030,2023-11-16,0,0,0
smcfb.01.030,2023-11-17,0,0,0
smcfb.01.030,2023-11-18,0,0,0
smcfb.01.030,2023-11-19,0,0,0
smcfb.01.030,2023-11-20,0,0,0
smcfb.01.030,2023-11-21,0,0,0
smcfb.01.030,2023-11-22,0,0,0
smcfb.01.030,2023-11-23,0,0,0
smcfb.01.030,2023-11-24,0,0,0
smcfb.01.030,2023-11-25,0,0,0
smcfb.01.030,2023-11-26,0,0,0
smcfb.01.030,2023-11-27,0,0,0
smcfb.01.030,2023-11-28,0,0,0
smcfb.01.030,2023-11-29,0,0,0
smcfb.01.030,2023-11-30,0,0,0
smcfb.01.030,2023-12-01,0,0,0
smcfb.01.030,2023-12-02,0,0,0
smcfb.01.030,2023-12-03,0,0,0
smcfb.01.030,2023-12-04,0,0,0
smcfb.01.030,2023-12-05,0,0,0
smcfb.01.030,2023-12-06,0,0,0
smcfb.01.030,2023-12-07,0,0,0
smcfb.01.030,2023-12-08,0,0,0
smcfb.01.030,2023-12-09,0,0,0
smcfb.01.030,2023-12-10,0,0,0
smcfb.01.030,2023-12-11,0,0,0
smcfb.01.030,2023-12-12,0,0,0
smcfb.01.030,2023-12-06,0,0,0
smcfb.01.030,2023-12-13,0,0,0
smcfb.01.030,2023-12-14,0,0,0
smcfb.01.030,2023-12-15,0,0,0
smcfb.01.030,2023-12-16,0,0,0
smcfb.01.030,2023-12-17,0,0,0
smcfb.01.030,2023-12-18,0,0,0
smcfb.01.030,2023-12-19,0,0,0
smcfb.01.030,2023-12-20,0,0,0
smcfb.01.030,2023-12-21,0,0,0
smcfb.01.030,2023-12-22,0,0,0
smcfb.01.030,2023-12-23,0,0,0
smcfb.01.030,2023-12-24,0,0,0
