user_id,date,time_stamp,sleep_stage,sleep_duration
smcfb.01.167,2023-12-13,-1,-1,-1
smcfb.01.167,2023-12-14,02:25:30.000,awake,60
smcfb.01.167,2023-12-14,02:26:30.000,restless,60
smcfb.01.167,2023-12-14,02:27:30.000,asleep,3060
smcfb.01.167,2023-12-14,03:18:30.000,restless,120
smcfb.01.167,2023-12-14,03:20:30.000,asleep,180
smcfb.01.167,2023-12-14,03:23:30.000,restless,60
smcfb.01.167,2023-12-14,03:24:30.000,asleep,1500
smcfb.01.167,2023-12-15,-1,-1,-1
smcfb.01.167,2023-12-16,-1,-1,-1
smcfb.01.167,2023-12-17,-1,-1,-1
smcfb.01.167,2023-12-18,13:16:30.000,asleep,4680
smcfb.01.167,2023-12-18,03:31:00.000,asleep,2280
smcfb.01.167,2023-12-18,04:09:00.000,restless,180
smcfb.01.167,2023-12-18,04:12:00.000,asleep,3780
smcfb.01.167,2023-12-18,05:15:00.000,restless,180
smcfb.01.167,2023-12-18,05:18:00.000,asleep,240
smcfb.01.167,2023-12-18,23:36:30.000,restless,60
smcfb.01.167,2023-12-18,23:37:30.000,asleep,6780
smcfb.01.167,2023-12-19,12:04:30.000,awake,60
smcfb.01.167,2023-12-19,12:05:30.000,restless,60
smcfb.01.167,2023-12-19,12:06:30.000,asleep,3480
smcfb.01.167,2023-12-19,04:42:00.000,restless,60
smcfb.01.167,2023-12-19,04:43:00.000,awake,60
smcfb.01.167,2023-12-19,04:44:00.000,restless,120
smcfb.01.167,2023-12-19,04:46:00.000,asleep,3660
smcfb.01.167,2023-12-19,02:15:30.000,restless,60
smcfb.01.167,2023-12-19,02:16:30.000,asleep,3900
smcfb.01.167,2023-12-19,21:04:00.000,wake,540
smcfb.01.167,2023-12-19,21:13:00.000,light,2490
smcfb.01.167,2023-12-19,21:54:30.000,deep,300
smcfb.01.167,2023-12-19,21:59:30.000,light,1500
smcfb.01.167,2023-12-19,22:24:30.000,wake,1410
smcfb.01.167,2023-12-19,22:48:00.000,light,1500
smcfb.01.167,2023-12-19,23:13:00.000,rem,870
smcfb.01.167,2023-12-19,23:27:30.000,light,2670
smcfb.01.167,2023-12-20,16:58:00.000,awake,240
smcfb.01.167,2023-12-20,17:02:00.000,restless,60
smcfb.01.167,2023-12-20,17:03:00.000,asleep,3300
smcfb.01.167,2023-12-20,17:58:00.000,restless,60
smcfb.01.167,2023-12-20,17:59:00.000,asleep,1920
smcfb.01.167,2023-12-20,11:21:00.000,restless,60
smcfb.01.167,2023-12-20,11:22:00.000,asleep,4200
smcfb.01.167,2023-12-20,00:09:00.000,awake,120
smcfb.01.167,2023-12-20,00:11:00.000,restless,60
smcfb.01.167,2023-12-20,00:12:00.000,asleep,4980
smcfb.01.167,2023-12-21,-1,-1,-1
smcfb.01.167,2023-12-22,04:46:00.000,asleep,960
smcfb.01.167,2023-12-22,05:02:00.000,restless,60
smcfb.01.167,2023-12-22,05:03:00.000,asleep,5700
smcfb.01.167,2023-12-22,06:38:00.000,restless,180
smcfb.01.167,2023-12-22,06:41:00.000,asleep,60
smcfb.01.167,2023-12-22,06:42:00.000,restless,120
smcfb.01.167,2023-12-23,-1,-1,-1
smcfb.01.167,2023-12-24,-1,-1,-1
smcfb.01.167,2023-12-25,-1,-1,-1
smcfb.01.167,2023-12-26,-1,-1,-1
smcfb.01.167,2023-12-27,20:25:30.000,asleep,60
smcfb.01.167,2023-12-27,20:26:30.000,restless,240
smcfb.01.167,2023-12-27,20:30:30.000,awake,360
smcfb.01.167,2023-12-27,20:36:30.000,restless,60
smcfb.01.167,2023-12-27,20:37:30.000,asleep,3360
smcfb.01.167,2023-12-27,21:33:30.000,restless,60
smcfb.01.167,2023-12-27,21:34:30.000,asleep,1500
smcfb.01.167,2023-12-27,21:59:30.000,restless,120
smcfb.01.167,2023-12-27,22:01:30.000,asleep,120
smcfb.01.167,2023-12-27,22:03:30.000,restless,120
smcfb.01.167,2023-12-27,22:05:30.000,asleep,1920
smcfb.01.167,2023-12-27,22:37:30.000,restless,60
smcfb.01.167,2023-12-27,22:38:30.000,asleep,120
smcfb.01.167,2023-12-27,22:40:30.000,restless,120
smcfb.01.167,2023-12-27,04:36:30.000,restless,120
