user_id,date,distance,steps,calories,floors
smcfb.01.116,2023-10-06,0.30637,456,1297,0
smcfb.01.116,2023-10-07,0.12025999999999999,179,1283,0
smcfb.01.116,2023-10-08,2.67635,4479,1595,0
smcfb.01.116,2023-10-09,3.41715,5086,1627,0
smcfb.01.116,2023-10-10,5.133789999999999,7641,1925,0
smcfb.01.116,2023-10-11,5.5181,8213,1895,0
smcfb.01.116,2023-10-12,0.0,0,1243,0
smcfb.01.116,2023-10-13,1.35249,2013,1446,0
smcfb.01.116,2023-10-14,0.0,0,1243,0
smcfb.01.116,2023-10-15,0.0,0,1243,0
smcfb.01.116,2023-10-16,0.0,0,1243,0
smcfb.01.116,2023-10-17,0.0,0,1243,0
smcfb.01.116,2023-10-18,1.53792,2289,1416,0
smcfb.01.116,2023-10-19,3.16587,4712,1661,0
smcfb.01.116,2023-10-20,2.43017,3617,1635,0
smcfb.01.116,2023-10-21,1.72942,2574,1534,0
smcfb.01.116,2023-10-22,9.92157,14767,2325,0
smcfb.01.116,2023-10-23,7.36039,10955,2167,0
smcfb.01.116,2023-10-24,6.882009999999999,10243,2176,0
smcfb.01.116,2023-10-25,7.988969999999999,11866,2103,0
smcfb.01.116,2023-10-26,4.07494,6065,1712,0
smcfb.01.116,2023-10-27,4.55262,6776,1894,0
smcfb.01.116,2023-10-28,10.551789999999999,15705,2443,0
smcfb.01.116,2023-10-27,4.55262,6776,1894,0
smcfb.01.116,2023-10-29,3.7772799999999997,5622,1681,0
smcfb.01.116,2023-10-30,6.06905,9033,1987,0
smcfb.01.116,2023-10-31,7.02176,10451,2005,0
smcfb.01.116,2023-11-01,2.39657,3567,1609,0
smcfb.01.116,2023-11-02,2.0310699999999997,3023,1592,0
smcfb.01.116,2023-11-03,2.19971,3274,1533,0
smcfb.01.116,2023-11-04,3.77915,5634,1662,0
smcfb.01.116,2023-11-05,0.65316,889,1326,0
smcfb.01.116,2023-11-06,1.6593399999999998,2354,1512,0
smcfb.01.116,2023-11-07,3.78028,5405,1706,0
smcfb.01.116,2023-11-08,3.78265,5630,1829,0
smcfb.01.116,2023-11-09,4.7071499999999995,7006,1905,0
smcfb.01.116,2023-11-10,7.16533,10180,1971,0
smcfb.01.116,2023-11-11,6.4041,9540,2220,0
smcfb.01.116,2023-11-12,1.15629,1721,1403,0
smcfb.01.116,2023-11-13,0.0,0,1243,0
