user_id,date,distance,steps,calories,floors
smcfb.01.050,8/21/2023,7.97867,11468,2289,0
smcfb.01.050,8/22/2023,6.63705,9547,2234,0
smcfb.01.050,8/23/2023,0.84688,1216,1577,0
smcfb.01.050,8/24/2023,0.85742,1231,1605,0
smcfb.01.050,8/25/2023,8.95736,12892,2453,0
smcfb.01.050,8/26/2023,2.69372,3869,1808,0
smcfb.01.050,8/27/2023,4.92385,7072,2001,0
smcfb.01.050,8/28/2023,5.36532,7710,2050,0
smcfb.01.050,8/29/2023,4.47001,6423,1976,0
smcfb.01.050,8/30/2023,10.49804,15091,2519,0
smcfb.01.050,8/31/2023,8.66439,12456,2330,0
smcfb.01.050,9/1/2023,8.23715,11841,2123,0
smcfb.01.050,9/2/2023,2.67902,3848,1763,0
smcfb.01.050,9/3/2023,3.22252,4629,1821,0
smcfb.01.050,9/4/2023,8.50871,12232,2186,0
smcfb.01.050,9/5/2023,4.66383,6703,1836,0
smcfb.01.050,9/6/2023,4.25279,6112,1929,0
smcfb.01.050,9/7/2023,3.87671,5571,1919,0
smcfb.01.050,9/8/2023,5.67342,8153,2215,0
smcfb.01.050,9/9/2023,2.71762,3905,1824,0
smcfb.01.050,9/10/2023,3.20113,4601,1764,0
smcfb.01.050,9/11/2023,1.98225,2848,1687,0
smcfb.01.050,9/12/2023,2.5193,3619,1753,0
smcfb.01.050,9/13/2023,4.92745,7080,1981,0
smcfb.01.050,2023-09-14,5.69597,8184,2114,0
smcfb.01.050,2023-09-15,1.6225699999999998,2331,1626,0
smcfb.01.050,2023-09-16,0.83271,1196,1543,0
smcfb.01.050,2023-09-17,1.3906699999999999,1997,1615,0
smcfb.01.050,2023-09-18,7.949949999999999,11428,2295,0
smcfb.01.050,2023-09-19,10.26217,14749,2584,0
smcfb.01.050,2023-09-20,1.1385699999999999,1635,1564,0
smcfb.01.050,2023-09-21,3.8333,5508,2036,0
smcfb.01.050,2023-09-22,5.43887,7814,2290,0
smcfb.01.050,2023-09-23,3.6020299999999996,5152,1990,0
smcfb.01.050,2023-09-24,0.85807,1232,1612,0
smcfb.01.050,2023-09-25,2.2368699999999997,3213,2016,0
smcfb.01.050,2023-09-26,1.4479199999999999,2079,1718,0
smcfb.01.050,2023-09-27,2.25163,3233,1719,0
smcfb.01.050,2023-09-28,4.5286,6504,2291,0
smcfb.01.050,2023-09-29,4.24156,6091,2025,0
smcfb.01.050,2023-09-30,11.598989999999999,16626,2824,0
smcfb.01.050,2023-10-01,11.545079999999999,16586,2701,0
smcfb.01.050,2023-10-02,1.7631899999999998,2532,1666,0
smcfb.01.050,2023-10-03,1.1316,1625,1562,0
smcfb.01.050,2023-10-04,8.00653,11509,2395,0
smcfb.01.050,2023-10-05,1.53423,2203,1672,0
smcfb.01.050,2023-10-06,0.89965,1292,1515,0
smcfb.01.050,2023-10-07,1.65534,2377,1775,0
smcfb.01.050,2023-10-08,0.03763,54,1362,0
smcfb.01.050,2023-10-09,0.07316,105,1354,0
smcfb.01.050,2023-10-10,0.35589,511,1409,0
smcfb.01.050,2023-10-11,4.49238,6455,2119,0
smcfb.01.050,2023-10-12,6.333559999999999,9103,2132,0
smcfb.01.050,2023-10-13,7.96824,11453,2391,0
smcfb.01.050,2023-10-14,4.22328,6070,1860,0
smcfb.01.050,2023-10-15,0.27854999999999996,400,1477,0
smcfb.01.050,2023-10-16,7.41489,10657,2253,0
smcfb.01.050,2023-10-17,4.09546,5884,2004,0
smcfb.01.050,2023-10-18,4.94616,7115,2197,0
smcfb.01.050,2023-10-19,4.58137,6581,2114,0
smcfb.01.050,2023-10-20,3.0619199999999998,4400,1827,0
smcfb.01.050,2023-10-21,4.96374,7133,2013,0
smcfb.01.050,2023-10-22,2.9372499999999997,4218,1856,0
smcfb.01.050,2023-10-23,6.21758,8934,2404,0
smcfb.01.050,2023-10-24,9.16396,13188,2475,0
smcfb.01.050,2023-10-25,4.54178,6526,1943,0
smcfb.01.050,2023-10-26,0.15184,218,1363,0
smcfb.01.050,2023-10-27,0.39349999999999996,565,1472,0
smcfb.01.050,2023-10-28,2.11058,3033,1648,0
smcfb.01.050,2023-10-29,0.22008,316,1404,0
smcfb.01.050,2023-10-30,0.16918999999999998,244,1356,0
smcfb.01.050,2023-10-31,0.0,0,1335,0
smcfb.01.050,2023-11-01,0.0,0,1335,0
smcfb.01.050,2023-11-02,0.0,0,1335,0
smcfb.01.050,2023-11-03,0.0,0,1335,0
smcfb.01.050,2023-11-04,0.0,0,1335,0
smcfb.01.050,2023-11-05,0.0,0,1335,0
smcfb.01.050,2023-11-06,0.0,0,1335,0
smcfb.01.050,2023-11-07,0.0,0,1335,0
smcfb.01.050,2023-11-08,0.0,0,1335,0
smcfb.01.050,2023-11-09,0.0,0,1335,0
smcfb.01.050,2023-11-10,0.0,0,1335,0
smcfb.01.050,2023-11-11,0.0,0,1335,0
smcfb.01.050,2023-11-12,0.0,0,1335,0
smcfb.01.050,2023-11-13,0.0,0,1335,0
smcfb.01.050,2023-11-14,0.0,0,1335,0
smcfb.01.050,2023-11-15,0.0,0,1335,0
smcfb.01.050,2023-11-16,0.0,0,1335,0
smcfb.01.050,2023-11-17,0.0,0,1335,0
smcfb.01.050,2023-11-18,0.0,0,1335,0
smcfb.01.050,2023-11-19,0.0,0,1335,0
smcfb.01.050,2023-11-20,0.0,0,1335,0
smcfb.01.050,2023-11-21,0.0,0,1335,0
smcfb.01.050,2023-11-22,0.0,0,1335,0
smcfb.01.050,2023-11-23,0.0,0,1335,0
smcfb.01.050,2023-11-24,0.0,0,1335,0
smcfb.01.050,2023-11-25,0.0,0,1335,0
smcfb.01.050,2023-11-26,0.0,0,1335,0
smcfb.01.050,2023-11-27,0.0,0,1335,0
smcfb.01.050,2023-11-28,0.0,0,1335,0
smcfb.01.050,2023-11-29,0.0,0,1335,0
smcfb.01.050,2023-11-30,0.0,0,1335,0
smcfb.01.050,2023-12-01,0.0,0,1335,0
smcfb.01.050,2023-12-02,0.0,0,1335,0
smcfb.01.050,2023-12-03,0.0,0,1335,0
smcfb.01.050,2023-12-04,0.0,0,1335,0
smcfb.01.050,2023-12-05,0.0,0,1335,0
smcfb.01.050,2023-12-06,0.0,0,1335,0
smcfb.01.050,2023-12-07,0.0,0,1335,0
smcfb.01.050,2023-12-08,0.0,0,1335,0
smcfb.01.050,2023-12-09,0.0,0,1335,0
smcfb.01.050,2023-12-10,0.0,0,1335,0
smcfb.01.050,2023-12-11,0.0,0,1335,0
smcfb.01.050,2023-12-12,0.0,0,1335,0
smcfb.01.050,2023-12-13,0.0,0,1335,0
smcfb.01.050,2023-12-14,0.0,0,1335,0
smcfb.01.050,2023-12-15,0.0,0,1335,0
smcfb.01.050,2023-12-16,0.0,0,1335,0
smcfb.01.050,2023-12-17,0.0,0,1335,0
smcfb.01.050,2023-12-18,0.0,0,1335,0
smcfb.01.050,2023-12-19,0.0,0,1335,0
smcfb.01.050,2023-12-20,0.0,0,1335,0
smcfb.01.050,2023-12-21,0.0,0,1335,0
smcfb.01.050,2023-12-22,0.0,0,1335,0
smcfb.01.050,2023-12-23,0.0,0,1335,0
smcfb.01.050,2023-12-24,0.0,0,1335,0
smcfb.01.050,2023-12-25,0.0,0,1335,0
smcfb.01.050,2023-12-26,0.0,0,1335,0
smcfb.01.050,2023-12-27,0.0,0,1335,0
smcfb.01.050,2023-12-28,0.0,0,1335,0
smcfb.01.050,2023-12-29,0.0,0,1335,0
smcfb.01.050,2023-12-30,0.0,0,1335,0
