user_id,date,activeZoneMinutes,fatBurnActiveZoneMinutes,cardioActiveZoneMinutes
smcfb.01.178,2024-01-10,4,4,0
smcfb.01.178,2024-01-11,12,12,0
smcfb.01.178,2024-01-12,35,25,10
smcfb.01.178,2024-01-13,22,18,4
smcfb.01.178,2024-01-14,15,13,2
smcfb.01.178,2024-01-15,0,0,0
smcfb.01.178,2024-01-16,0,0,0
smcfb.01.178,2024-01-17,0,0,0
smcfb.01.178,2024-01-18,0,0,0
smcfb.01.178,2024-01-19,0,0,0
smcfb.01.178,2024-01-20,0,0,0
smcfb.01.178,2024-01-21,0,0,0
smcfb.01.178,2024-01-22,0,0,0
smcfb.01.178,2024-01-23,1,1,0
smcfb.01.178,2024-01-24,4,4,0
smcfb.01.178,2024-01-25,0,0,0
smcfb.01.178,2024-01-26,9,9,0
smcfb.01.178,2024-01-27,100,76,24
smcfb.01.178,2024-01-28,104,30,74
smcfb.01.178,2024-01-29,36,36,0
smcfb.01.178,2024-01-30,115,81,34
smcfb.01.178,2024-01-31,12,12,0
smcfb.01.178,2024-02-01,107,85,22
smcfb.01.178,2024-02-02,55,55,0
smcfb.01.178,2024-02-03,103,99,4
smcfb.01.178,2024-02-04,48,40,8
smcfb.01.178,2024-02-05,17,9,8
smcfb.01.178,2024-02-06,0,0,0
smcfb.01.178,2024-02-07,26,24,2
smcfb.01.178,2024-02-08,68,54,14
smcfb.01.178,2024-02-09,120,92,28
smcfb.01.178,2024-02-10,148,100,48
smcfb.01.178,2024-02-11,0,0,0
smcfb.01.178,2024-02-12,114,76,38
smcfb.01.178,2024-02-13,64,56,8
smcfb.01.178,2024-02-14,0,0,0
smcfb.01.178,2024-02-15,0,0,0
smcfb.01.178,2024-02-16,0,0,0
smcfb.01.178,2024-02-17,1,1,0
smcfb.01.178,2024-02-18,0,0,0
smcfb.01.178,2024-02-19,0,0,0
smcfb.01.178,2024-02-20,0,0,0
smcfb.01.178,2024-02-21,0,0,0
smcfb.01.178,2024-02-22,0,0,0
smcfb.01.178,2024-02-23,0,0,0
smcfb.01.178,2024-02-24,1,1,0
smcfb.01.178,2024-02-25,45,39,6
smcfb.01.178,2024-02-26,82,66,16
smcfb.01.178,2024-02-27,54,52,2
smcfb.01.178,2024-02-28,141,121,20
smcfb.01.178,2024-02-29,76,68,8
smcfb.01.178,2024-03-01,53,53,0
smcfb.01.178,2024-03-03,30,26,4
smcfb.01.178,2024-03-07,65,65,0
smcfb.01.178,2024-03-08,33,29,4
smcfb.01.178,2024-03-09,46,46,0
smcfb.01.178,2024-03-10,49,43,6
smcfb.01.178,2024-03-11,49,39,10
smcfb.01.178,2024-03-13,42,42,0
smcfb.01.178,2024-03-15,29,19,10
smcfb.01.178,2024-03-17,61,53,8
smcfb.01.178,2024-03-20,53,47,6
smcfb.01.178,2024-03-05,25,23,2
smcfb.01.178,2024-03-06,31,31,0
smcfb.01.178,2024-03-10,49,43,6
smcfb.01.178,2024-03-14,6,4,2
smcfb.01.178,2024-03-23,72,56,10
smcfb.01.178,2024-03-24,13,13,0
smcfb.01.178,2024-03-25,0,0,0
smcfb.01.178,2024-03-16,33,27,6
smcfb.01.178,2024-03-19,57,57,0
smcfb.01.178,2024-03-21,80,70,10
smcfb.01.178,2024-03-24,13,13,0
smcfb.01.178,2024-03-27,11,11,0
smcfb.01.178,2024-03-03,30,26,4
smcfb.01.178,2024-03-12,79,63,16
smcfb.01.178,2024-03-18,27,27,0
smcfb.01.178,2024-03-26,34,34,0
smcfb.01.178,2024-03-28,0,0,0
smcfb.01.178,2024-03-29,0,0,0
smcfb.01.178,2024-03-30,0,0,0
smcfb.01.178,2024-03-02,131,123,8
smcfb.01.178,2024-03-04,25,17,8
smcfb.01.178,2024-03-22,63,63,0
smcfb.01.178,2024-03-29,14,12,2
smcfb.01.178,2024-03-31,3,3,0
smcfb.01.178,2024-04-01,0,0,0
smcfb.01.178,2024-04-02,0,0,0
smcfb.01.178,2024-04-03,0,0,0
smcfb.01.178,2024-04-04,0,0,0
smcfb.01.178,2024-04-05,0,0,0
smcfb.01.178,2024-04-06,67,61,6
smcfb.01.178,2024-04-07,259,151,104
smcfb.01.178,2024-04-08,0,0,0
smcfb.01.178,2024-04-09,0,0,0
smcfb.01.178,2024-04-10,79,41,26
smcfb.01.178,2024-04-11,22,22,0
smcfb.01.178,2024-04-12,74,70,4
smcfb.01.178,2024-04-13,0,0,0
smcfb.01.178,2024-04-14,0,0,0
smcfb.01.178,2024-04-15,59,47,12
smcfb.01.178,2024-04-16,61,53,8
smcfb.01.178,2024-04-17,101,87,14
smcfb.01.178,2024-04-18,101,85,16
smcfb.01.178,2024-04-19,74,56,18
smcfb.01.178,2024-04-20,57,45,12
smcfb.01.178,2024-04-21,21,21,0
smcfb.01.178,2024-04-22,81,81,0
smcfb.01.178,2024-04-23,81,65,16
smcfb.01.178,2024-04-24,19,17,2
smcfb.01.178,2024-04-25,66,62,4
smcfb.01.178,2024-04-26,13,13,0
smcfb.01.178,2024-04-27,0,0,0
smcfb.01.178,2024-04-28,0,0,0
smcfb.01.178,2024-04-29,0,0,0
smcfb.01.178,2024-04-30,0,0,0
