user_id,date,distance,steps,calories,floors
smcfb.01.094,2023-09-18,0.31556999999999996,503,1071,0
smcfb.01.094,2023-09-19,0.0,0,968,0
smcfb.01.094,2023-09-20,0.0,0,968,0
smcfb.01.094,2023-09-21,0.0,0,968,0
smcfb.01.094,2023-09-22,0.0,0,968,0
smcfb.01.094,2023-09-23,0.0,0,968,0
smcfb.01.094,2023-09-24,0.0,0,968,0
smcfb.01.094,2023-09-18,0.31556999999999996,503,1071,0
smcfb.01.094,2023-09-25,0.0,0,968,0
smcfb.01.094,2023-09-26,2.08821,3339,2534,0
smcfb.01.094,2023-09-27,1.4251699999999998,2229,1903,0
smcfb.01.094,2023-09-28,1.266,2017,2126,0
smcfb.01.094,2023-09-29,2.48772,3964,2489,0
smcfb.01.094,2023-09-30,1.4518499999999999,2313,1723,0
smcfb.01.094,2023-10-01,0.76515,1219,1131,0
smcfb.01.094,2023-10-02,0.0,0,968,0
smcfb.01.094,2023-10-03,0.0,0,968,0
smcfb.01.094,2023-10-04,0.0,0,968,0
smcfb.01.094,2023-10-05,1.67035,2661,1180,0
smcfb.01.094,2023-10-06,1.92071,3060,1269,0
smcfb.01.094,2023-10-07,0.9170699999999999,1461,1146,0
smcfb.01.094,2023-10-08,1.93217,3079,1190,0
smcfb.01.094,2023-10-09,1.6825299999999999,2681,1198,0
smcfb.01.094,2023-10-10,2.47178,3938,1271,0
smcfb.01.094,2023-10-11,0.5825,928,1134,0
smcfb.01.094,2023-10-12,3.25175,5180,1347,0
smcfb.01.094,2023-10-13,2.9088,4633,1363,0
smcfb.01.094,2023-10-14,3.6937699999999998,5885,1401,0
smcfb.01.094,2023-10-15,3.1866399999999997,5082,1481,0
smcfb.01.094,2023-10-16,0.4155,662,1030,0
smcfb.01.094,2023-10-17,4.13682,6590,1469,0
smcfb.01.094,2023-10-18,1.25478,1999,1194,0
smcfb.01.094,2023-10-19,1.57568,2510,1229,0
smcfb.01.094,2023-10-20,4.45611,7098,1506,0
smcfb.01.094,2023-10-21,1.47017,2343,1180,0
smcfb.01.094,2023-10-22,4.178,6658,1419,0
smcfb.01.094,2023-10-23,2.7680499999999997,4410,1298,0
smcfb.01.094,2023-10-24,0.3132,499,1018,0
smcfb.01.094,2023-10-25,2.52133,4017,1340,0
smcfb.01.094,2023-10-26,2.6835,4275,1382,0
smcfb.01.094,2023-10-27,5.46735,8709,1527,0
smcfb.01.094,2023-10-28,2.53106,4032,1402,0
smcfb.01.094,2023-10-29,2.7281,4347,1316,0
smcfb.01.094,2023-10-30,2.264,3607,1340,0
smcfb.01.094,2023-10-31,4.23309,6746,1330,0
smcfb.01.094,2023-11-01,4.665649999999999,7434,1386,0
smcfb.01.094,2023-11-02,3.9732399999999997,6338,1472,0
smcfb.01.094,2023-11-03,2.46589,3929,1363,0
