user_id,date,distance,steps,calories,floors
smcfb.01.149,2023-11-06,1.22271,1751,1741,0
smcfb.01.149,2023-11-07,3.5644799999999996,5051,2166,0
smcfb.01.149,2023-11-08,4.44267,6296,2293,0
smcfb.01.149,2023-11-09,3.88649,5507,2405,0
smcfb.01.149,2023-11-10,6.8092299999999994,9718,2725,0
smcfb.01.149,2023-11-11,4.873819999999999,6942,2436,0
smcfb.01.149,2023-11-12,0.69085,979,1748,0
smcfb.01.149,2023-11-13,7.08243,10083,2806,0
smcfb.01.149,2023-11-14,7.88113,11168,2916,0
smcfb.01.149,2023-11-15,6.81063,9651,2685,0
smcfb.01.149,2023-11-16,6.271,8887,2543,0
smcfb.01.149,2023-11-17,0.0,0,1510,0
smcfb.01.149,2023-11-18,0.0,0,1510,0
smcfb.01.149,2023-11-19,0.0,0,1510,0
smcfb.01.149,2023-11-20,6.33197,9093,2576,0
smcfb.01.149,2023-11-21,7.30682,10354,2747,0
smcfb.01.149,2023-11-22,8.02512,11396,2940,0
smcfb.01.149,2023-11-23,5.7310099999999995,8142,2381,0
smcfb.01.149,2023-11-24,6.47371,9181,2489,0
smcfb.01.149,2023-11-25,1.45444,2061,1803,0
smcfb.01.149,2023-11-26,0.74869,1148,1712,0
smcfb.01.149,2023-11-27,6.19053,8772,2722,0
smcfb.01.149,2023-11-28,7.74607,10976,2842,0
smcfb.01.149,2023-11-29,7.08711,10042,2671,0
smcfb.01.149,2023-11-30,6.701149999999999,9495,2755,0
smcfb.01.149,2023-12-01,3.75081,5313,2010,0
smcfb.01.149,2023-12-02,6.08535,8604,2772,0
smcfb.01.149,2023-12-03,4.25481,6032,2002,0
smcfb.01.149,2023-12-04,0.29978,425,1598,0
smcfb.01.149,2023-12-05,4.1671,5905,2314,0
smcfb.01.149,2023-12-06,7.59683,10765,2848,0
smcfb.01.149,2023-12-07,9.077119999999999,12862,2921,0
smcfb.01.149,2023-12-08,9.2778,13147,2955,0
smcfb.01.149,2023-12-09,4.9088199999999995,6985,2337,0
smcfb.01.149,2023-12-10,0.64352,912,1641,0
smcfb.01.149,2023-12-11,8.636199999999999,12238,2998,0
smcfb.01.149,2023-12-12,8.5208,12074,2948,0
smcfb.01.149,2023-12-13,9.089039999999999,12919,2801,0
smcfb.01.149,2023-12-14,8.73523,12419,2823,0
smcfb.01.149,2023-12-15,8.31236,11779,2797,0
smcfb.01.149,2023-12-15,8.31236,11779,2797,0
smcfb.01.149,2023-12-16,6.874009999999999,9736,2585,0
smcfb.01.149,2023-12-17,0.26605,377,1604,0
smcfb.01.149,2023-12-18,9.41624,13343,3040,0
smcfb.01.149,2023-12-19,4.44747,6316,2214,0
smcfb.01.149,2023-12-20,6.92503,9813,2669,0
smcfb.01.149,2023-12-21,7.402489999999999,10489,2751,0
smcfb.01.149,2023-12-22,8.460849999999999,11989,2927,0
smcfb.01.149,2023-12-23,0.5454399999999999,773,1627,0
smcfb.01.149,2023-12-24,0.3359,476,1571,0
smcfb.01.149,2023-12-25,0.0,0,1510,0
smcfb.01.149,2023-12-26,0.0,0,1510,0
smcfb.01.149,2023-12-27,0.0,0,1510,0
smcfb.01.149,2023-12-28,0.0,0,1510,0
smcfb.01.149,2023-12-29,0.0,0,1510,0
smcfb.01.149,2023-12-30,0.0,0,1510,0
smcfb.01.149,2023-12-31,0.0,0,1510,0
smcfb.01.149,2024-01-01,0.0,0,1510,0
smcfb.01.149,2024-01-02,0.0,0,1510,0
smcfb.01.149,2024-01-03,0.0,0,1510,0
smcfb.01.149,2024-01-04,0.0,0,1510,0
smcfb.01.149,2024-01-05,0.0,0,1510,0
smcfb.01.149,2024-01-06,0.0,0,1510,0
smcfb.01.149,2024-01-07,0.0,0,1510,0
smcfb.01.149,2024-01-08,0.0,0,1510,0
smcfb.01.149,2024-01-09,6.88101,9751,2614,0
smcfb.01.149,2024-01-10,7.03418,10051,2734,0
smcfb.01.149,2024-01-11,7.81842,11079,2870,0
smcfb.01.149,2024-01-12,8.66148,12274,2865,0
smcfb.01.149,2024-01-13,1.0895599999999999,1544,1731,0
smcfb.01.149,2024-01-14,0.14679999999999999,208,1574,0
smcfb.01.149,2024-01-15,8.11585,11500,2856,0
smcfb.01.149,2024-01-16,6.9167,9801,2772,0
smcfb.01.149,2024-01-17,3.3089899999999997,4778,1923,0
smcfb.01.149,2024-01-18,6.820399999999999,9665,2732,0
smcfb.01.149,2024-01-19,7.3743799999999995,10450,2834,0
smcfb.01.149,2024-01-20,4.73442,6710,2315,0
smcfb.01.149,2024-01-21,0.80308,1138,1673,0
smcfb.01.149,2024-01-22,6.4766699999999995,9178,2709,0
smcfb.01.149,2024-01-23,6.98041,9900,2725,0
smcfb.01.149,2024-01-24,5.91453,8382,2628,0
smcfb.01.149,2024-01-25,6.11588,8668,2661,0
smcfb.01.149,2024-01-26,5.654529999999999,8014,2519,0
smcfb.01.149,2024-01-27,3.52018,4989,2188,0
smcfb.01.149,2024-01-28,0.27943999999999997,396,1619,0
smcfb.01.149,2024-01-29,5.833489999999999,8307,2628,0
smcfb.01.149,2024-01-30,9.02876,12804,2951,0
smcfb.01.149,2024-01-31,7.943499999999999,11257,2742,0
smcfb.01.149,2024-02-01,8.44019,11961,2923,0
smcfb.01.149,2024-02-02,6.31766,8953,2684,0
smcfb.01.149,2024-02-03,5.44742,7720,2341,0
smcfb.01.149,2024-02-04,0.25545999999999996,362,1597,0
smcfb.01.149,2024-02-05,9.69773,13743,3021,0
smcfb.01.149,2024-02-06,7.03175,9965,2640,0
smcfb.01.149,2024-02-07,6.23778,8840,2528,0
smcfb.01.149,2024-02-08,5.28125,7484,2444,0
smcfb.01.149,2024-02-09,2.58396,3663,1860,0
smcfb.01.149,2024-02-10,0.43606,618,1644,0
smcfb.01.149,2024-02-11,0.19477,276,1646,0
smcfb.01.149,2024-02-12,0.41841,593,1710,0
smcfb.01.149,2024-02-13,6.3656299999999995,9021,2686,0
smcfb.01.149,2024-02-14,0.53974,765,1616,0
smcfb.01.149,2024-02-15,0.0,0,1510,0
smcfb.01.149,2024-02-16,0.0,0,1510,0
smcfb.01.149,2024-02-17,0.0,0,1510,0
smcfb.01.149,2024-02-18,0.0,0,1510,0
smcfb.01.149,2024-02-19,0.0,0,1510,0
smcfb.01.149,2024-02-20,0.0,0,1510,0
smcfb.01.149,2024-02-21,0.0,0,1510,0
smcfb.01.149,2024-02-22,0.0,0,1510,0
smcfb.01.149,2024-02-22,0.0,0,1510,0
smcfb.01.149,2024-02-23,0.0,0,1510,0
smcfb.01.149,2024-02-24,0.0,0,1510,0
